Date,Open,High,Low,Close,Volume,Adj Close
2011-02-28,49.68,51.71,49.03,50.95,5528700,47.02
2011-02-25,49.00,50.02,48.59,49.54,4341600,45.72
2011-02-24,48.50,49.55,48.35,48.57,4367900,44.83
2011-02-23,49.01,50.13,48.78,49.13,4793700,45.34
2011-02-22,49.75,50.05,48.53,49.26,6268800,45.46
2011-02-21,51.76,52.29,50.19,50.34,4019700,46.46
2011-02-18,52.24,52.65,51.40,51.93,5615200,47.93
2011-02-17,51.50,52.70,51.24,52.04,7317600,48.03
2011-02-16,48.75,51.95,48.12,51.24,10978500,47.29
2011-02-15,47.63,49.64,47.56,48.87,5645600,45.10
2011-02-14,49.15,49.23,47.57,47.80,3626100,44.11
2011-02-11,47.54,49.13,46.81,48.40,4803800,44.67
2011-02-10,47.90,48.41,46.65,47.58,4804700,43.91
2011-02-09,48.37,49.18,48.00,48.40,4679700,44.67
2011-02-08,46.90,48.30,46.90,48.15,4419200,44.44
2011-02-07,46.97,48.19,46.85,47.59,3865800,43.92
2011-02-04,47.10,47.38,46.25,46.81,3372800,43.20
2011-02-03,47.68,47.87,46.12,46.52,5193400,42.93
2011-02-02,48.00,48.94,47.62,47.96,3545200,44.26
2011-02-01,47.67,48.21,47.07,47.88,4415700,44.18
2011-01-31,47.80,48.05,46.55,47.23,5594700,43.59
2011-01-28,47.60,49.43,47.40,48.32,8115900,44.59
2011-01-27,46.00,47.92,45.01,47.51,6362600,43.84
2011-01-26,47.12,47.55,45.97,46.06,4730400,42.51
2011-01-25,48.50,48.60,46.89,46.93,5620800,43.31
2011-01-24,48.50,48.70,47.15,48.25,3705500,44.53
2011-01-21,47.12,48.94,47.05,48.08,7649600,44.37
2011-01-20,45.96,47.45,45.08,46.88,5083400,43.26
2011-01-19,45.81,47.21,45.40,46.32,6240100,42.75
2011-01-18,45.05,46.02,45.03,45.94,5501500,42.40
2011-01-17,45.14,45.19,44.16,44.96,2460300,41.49
2011-01-14,44.53,45.47,43.76,45.19,6247200,41.71
2011-01-13,43.50,45.47,43.31,45.21,8642800,41.72
2011-01-12,40.65,43.32,40.60,43.27,6688400,39.93
2011-01-11,40.00,40.57,39.53,40.41,3866100,37.29
2011-01-10,40.68,40.68,39.25,39.33,4898600,36.30
2011-01-07,42.13,42.28,40.87,40.88,4407300,37.73
2011-01-06,42.87,43.28,41.99,42.14,2864400,38.89
2011-01-05,42.83,42.90,41.72,42.74,3459000,39.44
2011-01-04,41.90,43.22,41.65,43.10,3654700,39.78
2011-01-03,40.78,41.86,40.51,41.84,1924800,38.61
2010-12-31,41.20,41.20,40.22,40.22,671800,37.12
2010-12-30,41.51,41.68,40.65,40.87,1601700,37.71
2010-12-29,41.65,41.99,41.40,41.49,938800,38.29
2010-12-28,41.49,41.96,41.34,41.51,806100,38.31
2010-12-27,42.00,42.12,40.80,41.34,1253500,38.15
2010-12-24,42.49,42.49,42.13,42.13,207800,38.89
2010-12-23,42.40,42.53,41.73,42.21,1494600,38.96
2010-12-22,42.88,43.22,42.38,42.40,2595500,39.13
2010-12-21,41.78,43.01,41.47,43.01,3241200,39.69
2010-12-20,40.92,42.03,40.61,41.40,2659900,38.21
2010-12-17,41.81,42.15,40.89,41.29,5696900,38.11
2010-12-16,41.35,41.87,40.85,41.68,3089800,38.47
2010-12-15,41.76,41.84,40.91,41.36,3092200,38.17
2010-12-14,41.96,42.37,41.56,42.10,3017100,38.85
2010-12-13,41.51,42.29,41.18,42.08,4459700,38.84
2010-12-10,41.85,41.97,40.61,41.31,3067300,38.13
2010-12-09,40.55,42.20,40.50,41.60,6292600,38.39
2010-12-08,38.47,40.36,38.31,40.06,4666100,36.98
2010-12-07,38.49,39.49,38.08,38.90,3522700,35.90
2010-12-06,39.59,39.59,38.08,38.58,3110400,35.61
2010-12-03,39.40,39.62,38.25,39.31,4037800,36.27
2010-12-02,37.84,39.39,37.17,39.01,7276300,36.00
2010-12-01,36.35,37.62,36.20,37.31,6716600,34.44
2010-11-30,37.10,37.28,34.92,35.71,8160900,32.95
2010-11-29,39.14,39.41,36.50,37.05,6136000,34.19
2010-11-26,38.38,38.47,37.03,38.41,4375800,35.45
2010-11-25,39.08,39.10,38.00,38.78,2830500,35.79
2010-11-24,38.88,39.17,37.54,38.80,4940000,35.81
2010-11-23,40.23,40.25,38.76,38.76,6052200,35.77
2010-11-22,42.78,42.79,40.48,40.66,3818600,37.52
2010-11-19,42.90,42.99,41.67,41.84,3959600,38.61
2010-11-18,42.23,43.15,42.00,42.82,4487400,39.52
2010-11-17,40.67,41.90,40.61,41.50,3017700,38.30
2010-11-16,42.19,42.25,40.56,40.68,4026200,37.54
2010-11-15,42.00,42.80,41.63,42.60,2492800,39.31
2010-11-12,40.94,42.48,40.33,42.41,5841400,39.14
2010-11-11,43.30,43.40,41.06,41.92,4897300,38.69
2010-11-10,43.80,43.95,42.26,42.83,4399900,39.52
2010-11-09,44.01,44.53,43.51,44.19,2611700,40.78
2010-11-08,44.00,44.33,43.66,44.09,1776700,40.69
2010-11-05,45.22,45.94,43.70,44.01,5705800,40.62
2010-11-04,44.10,45.20,43.83,44.85,5909800,41.39
2010-11-03,43.60,44.13,42.75,42.91,6950100,39.60
2010-11-02,42.31,42.45,41.53,42.10,4570800,38.85
2010-11-01,43.42,43.67,42.13,42.60,3153200,39.31
2010-10-29,43.20,43.54,42.30,43.03,2980800,39.71
2010-10-28,43.55,43.85,43.05,43.37,2161300,40.02
2010-10-27,43.54,44.15,43.04,43.27,3189200,39.93
2010-10-26,43.20,44.00,42.80,43.90,2869700,40.52
2010-10-25,44.10,44.19,43.23,43.47,2325800,40.12
2010-10-22,43.42,44.05,43.22,43.50,2298700,40.15
2010-10-21,43.74,44.12,43.39,43.63,3284300,40.27
2010-10-20,42.69,44.03,42.61,43.83,3526300,40.46
2010-10-19,42.24,43.94,42.13,43.06,4330100,39.74
2010-10-18,41.38,42.65,41.13,42.35,3776500,39.09
2010-10-15,41.76,42.12,41.03,41.52,4343200,38.32
2010-10-14,43.08,43.21,41.55,41.69,4897100,38.48
2010-10-13,42.50,43.31,41.89,43.03,4245200,39.71
2010-10-12,42.13,42.78,41.71,42.59,2816900,39.31
2010-10-11,43.60,43.94,42.56,42.67,2436300,39.38
2010-10-08,43.56,44.20,43.04,43.38,2622300,40.03
2010-10-07,43.17,44.35,42.49,43.78,3161600,40.40
2010-10-06,42.74,43.66,42.65,43.17,4688500,39.84
2010-10-05,40.56,42.40,40.13,42.33,5283400,39.06
2010-10-04,41.35,41.48,40.25,40.85,3895900,37.70
2010-10-01,42.67,43.01,41.15,41.40,4452300,38.21
2010-09-30,42.46,43.59,41.57,42.25,6612800,38.99
2010-09-29,44.96,45.24,42.61,43.23,5770900,39.90
2010-09-28,44.78,45.28,43.75,44.75,4373500,41.30
2010-09-27,45.50,45.99,44.94,45.04,2388700,41.57
2010-09-24,43.05,45.21,42.90,45.21,4155500,41.72
2010-09-23,44.74,45.12,42.65,43.51,4162500,40.16
2010-09-22,45.32,45.33,44.09,44.26,3278300,40.85
2010-09-21,44.49,46.08,44.31,45.02,4303300,41.55
2010-09-20,44.26,44.49,43.41,44.42,3552800,41.00
2010-09-17,46.08,46.30,43.70,44.00,9321700,40.61
2010-09-16,46.06,46.40,45.12,45.33,3070400,41.83
2010-09-15,46.15,46.70,45.40,45.92,3034100,42.38
2010-09-14,45.65,46.43,45.31,46.11,3568800,42.55
2010-09-13,45.06,46.36,45.00,45.80,5838000,42.27
2010-09-10,42.75,44.07,42.50,43.91,3592900,40.52
2010-09-09,42.10,44.15,41.74,43.58,5437200,40.22
2010-09-08,42.15,42.31,41.10,42.15,5695100,38.90
2010-09-07,43.76,43.88,42.31,42.61,4665400,39.32
2010-09-06,44.81,44.90,44.31,44.31,1757100,40.90
2010-09-03,43.00,45.17,42.61,44.38,5322600,40.95
2010-09-02,42.34,43.10,42.00,42.78,2921400,39.49
2010-09-01,40.43,43.01,39.38,42.47,6337800,39.19
2010-08-31,39.44,40.18,39.12,40.18,2861800,37.08
2010-08-30,40.86,40.95,40.01,40.19,1116700,37.09
2010-08-27,40.00,40.62,39.33,40.45,2189000,37.33
2010-08-26,40.89,41.00,39.51,40.12,2972900,37.03
2010-08-25,40.50,40.93,39.13,39.93,3587900,36.85
2010-08-24,40.85,40.97,39.86,40.70,3216300,37.56
2010-08-23,41.12,42.03,40.89,41.28,2548500,38.10
2010-08-20,41.52,42.09,41.00,41.10,3612800,37.93
2010-08-19,43.48,43.56,41.48,41.69,4080500,38.47
2010-08-18,43.60,43.86,42.80,43.17,2582800,39.85
2010-08-17,43.37,43.95,43.03,43.92,2619700,40.54
2010-08-16,43.38,43.60,42.29,42.90,2232500,39.59
2010-08-13,43.35,43.88,42.47,43.37,3905100,40.03
2010-08-12,42.78,43.37,41.49,42.65,5189000,39.36
2010-08-11,44.83,44.84,43.07,43.18,4435800,39.85
2010-08-10,46.01,46.17,44.85,45.07,3370900,41.59
2010-08-09,46.25,46.70,45.92,46.36,2756900,42.79
2010-08-06,45.52,46.75,45.10,45.52,5027100,42.01
2010-08-05,45.85,46.90,44.92,45.22,4523100,41.74
2010-08-04,46.99,46.99,45.56,45.71,6390200,42.18
2010-08-03,46.35,46.37,44.75,45.40,4381500,41.89
2010-08-02,44.47,46.30,44.47,46.30,4422900,42.73
2010-07-30,44.32,44.84,43.79,44.24,4685300,40.82
2010-07-29,45.00,45.70,44.71,44.71,4953900,41.26
2010-07-28,44.40,46.00,44.40,45.03,8401700,41.56
2010-07-27,41.78,44.68,41.50,44.22,13676200,40.82
2010-07-26,39.00,40.28,38.58,39.99,7397900,36.91
2010-07-23,38.06,38.60,37.03,38.00,3405300,35.07
2010-07-22,35.78,38.19,35.54,37.97,5309400,35.04
2010-07-21,36.33,37.04,36.01,36.13,4119500,33.35
2010-07-20,36.44,36.53,34.56,35.79,4995100,33.04
2010-07-19,35.79,36.95,35.31,36.05,3738100,33.27
2010-07-16,37.90,38.35,35.91,36.30,5604800,33.50
2010-07-15,38.03,38.83,37.56,37.84,4637500,34.92
2010-07-14,39.71,39.75,38.17,38.64,3978700,35.66
2010-07-13,37.99,39.50,37.95,39.50,4015100,36.45
2010-07-12,38.18,38.87,37.65,38.26,3021500,35.31
2010-07-09,39.10,39.36,37.65,38.40,5118500,35.43
2010-07-08,38.64,38.95,38.17,38.78,8191500,35.79
2010-07-07,34.51,37.67,34.35,37.58,8949400,34.68
2010-07-06,33.19,35.41,33.13,35.10,5492100,32.39
2010-07-05,33.19,33.23,32.53,33.03,2217000,30.48
2010-07-02,33.55,33.61,32.50,32.90,4128700,30.36
2010-07-01,33.60,33.96,32.50,32.86,5318700,30.33
2010-06-30,34.11,35.39,33.56,34.30,4796600,31.66
2010-06-29,35.49,35.68,33.49,33.80,5057800,31.19
2010-06-28,36.15,36.40,35.24,36.13,3871500,33.34
2010-06-25,35.49,36.48,35.12,35.78,4570300,33.02
2010-06-24,37.29,37.39,34.93,35.15,5487100,32.44
2010-06-23,36.97,37.60,36.20,36.82,5305200,33.98
2010-06-22,37.75,37.97,36.02,37.35,6251500,34.47
2010-06-21,39.01,39.40,38.62,38.89,3708500,35.89
2010-06-18,37.23,38.64,37.22,38.23,8116900,35.28
2010-06-17,36.03,37.55,35.90,37.13,6481700,34.27
2010-06-16,37.00,37.30,35.52,36.16,5847000,33.37
2010-06-15,34.81,36.76,34.52,36.40,6877100,33.59
2010-06-14,34.75,35.40,34.47,35.04,5553000,32.34
2010-06-11,33.24,34.56,33.07,33.72,6972700,31.12
2010-06-10,31.50,33.03,30.85,32.66,6543000,30.14
2010-06-09,30.96,31.75,30.41,31.75,7762800,29.30
2010-06-08,31.37,31.45,29.70,30.33,7096400,27.99
2010-06-07,31.00,32.03,30.72,31.00,6589100,28.61
2010-06-04,34.13,34.72,31.06,31.58,12103200,29.15
2010-06-03,35.03,35.25,34.06,34.17,4721100,31.54
2010-06-02,33.72,34.07,33.25,33.85,4220200,31.24
2010-06-01,34.35,34.65,33.00,34.19,6601000,31.55
2010-05-31,35.28,35.78,35.00,35.05,1920600,32.12
2010-05-28,36.26,36.77,35.36,35.55,4560700,32.57
2010-05-27,34.01,36.00,33.65,35.93,7314600,32.92
2010-05-26,33.80,34.44,33.45,33.45,6769000,30.65
2010-05-25,33.49,33.84,32.40,33.01,8399600,30.25
2010-05-24,36.08,36.23,34.84,35.22,4573800,32.28
2010-05-21,34.65,35.59,33.50,35.24,7503500,32.29
2010-05-20,36.08,36.82,33.51,34.63,6819900,31.73
2010-05-19,36.19,36.62,35.23,35.56,7831100,32.59
2010-05-18,36.50,37.82,36.30,37.13,6212800,34.02
2010-05-17,34.89,36.50,34.53,35.45,6604500,32.48
2010-05-14,38.14,38.33,34.70,35.25,10717200,32.30
2010-05-13,39.72,39.72,38.15,38.58,3794300,35.35
2010-05-12,39.46,40.83,38.87,39.19,8264300,35.91
2010-05-11,39.28,40.26,38.65,39.79,6728600,36.46
2010-05-10,37.78,41.00,36.46,40.60,21014400,37.20
2010-05-07,33.61,35.74,32.12,35.62,16930400,32.64
2010-05-06,37.81,39.36,34.53,35.62,12212400,32.64
2010-05-05,39.50,40.12,37.35,38.29,9341500,35.09
2010-05-04,41.58,41.67,38.51,38.62,6905200,35.39
2010-05-03,40.60,41.69,40.10,40.97,3368700,37.55
2010-04-30,41.01,42.17,40.02,40.40,6330600,37.02
2010-04-29,40.81,41.47,40.34,41.06,5959800,37.62
2010-04-28,40.00,41.85,38.76,40.91,11905600,37.49
2010-04-27,43.10,43.44,41.04,41.04,5890500,37.61
2010-04-26,43.85,44.33,43.16,43.67,4144000,40.02
2010-04-23,42.87,43.76,42.52,43.10,4262300,39.49
2010-04-22,44.10,44.60,42.46,43.38,6596900,39.75
2010-04-21,45.42,45.56,44.01,44.28,3698200,40.58
2010-04-20,45.03,45.74,44.41,45.41,3816400,41.61
2010-04-19,44.48,45.17,43.80,44.70,5154600,40.96
2010-04-16,46.02,47.40,45.05,45.21,8785100,41.42
2010-04-15,45.83,46.92,45.56,46.50,4666500,42.61
2010-04-14,46.24,46.81,45.54,45.97,4115800,42.12
2010-04-13,46.01,46.66,45.95,46.15,2374900,42.28
2010-04-12,46.60,46.76,46.03,46.50,3364900,42.61
2010-04-09,45.58,45.89,45.13,45.89,3354100,42.05
2010-04-08,46.15,46.18,44.16,44.85,5733700,41.10
2010-04-07,46.63,46.76,45.77,46.31,3701400,42.43
2010-04-06,47.20,47.49,46.37,46.93,2530400,43.00
2010-04-05,47.35,47.35,47.35,47.35,000,43.38
2010-04-02,47.35,47.35,47.35,47.35,000,43.38
2010-04-01,46.55,47.47,46.52,47.35,2906400,43.38
2010-03-31,46.45,46.97,45.62,46.56,3640700,42.67
2010-03-30,47.58,47.90,46.56,46.71,2497500,42.80
2010-03-29,47.43,47.88,46.70,47.26,2246000,43.30
2010-03-26,46.97,47.40,46.64,47.15,2718000,43.20
2010-03-25,46.30,47.38,46.15,47.07,4088100,43.13
2010-03-24,46.72,46.75,45.61,46.50,3395500,42.61
2010-03-23,45.67,46.94,45.65,46.16,4064300,42.30
2010-03-22,44.84,45.67,44.34,45.67,4835600,41.84
2010-03-19,44.99,45.75,44.74,45.00,6353300,41.23
2010-03-18,44.31,45.20,44.26,44.65,3604800,40.92
2010-03-17,44.49,45.17,44.20,45.00,4004600,41.23
2010-03-16,43.60,44.24,43.35,44.05,3656300,40.36
2010-03-15,44.00,44.11,42.92,43.15,3634900,39.54
2010-03-12,44.05,45.02,43.94,44.28,3939100,40.57
2010-03-11,44.23,44.60,43.61,44.00,3450500,40.32
2010-03-10,43.26,44.80,43.20,44.80,3468500,41.05
2010-03-09,44.08,44.35,42.74,43.65,4003800,39.99
